R_fighter,B_fighter,R_odds,B_odds,date,City,State/Province,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,height_dif,reach_dif,age_dif,Finish2,finish,finish_details,finish_round,finish_round_time
Diego Brandao,Pablo Garza,-220,200,4/6/2013,Stockholm,Stockholm county, Sweden,Red,FALSE,Featherweight,MALE,3,Orthodox,185.42,185.42,145,Orthodox,170.18,172.72,145,25,29,15.24,12.7,-4,SUB,SUB,Arm triangle ,1,3:27
Gegard Mousasi,Ilir Latifi,-710,575,4/6/2013,Stockholm,Stockholm county, Sweden,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,177.8,185.42,205,Orthodox,187.96,193.04,185,27,29,-10.16,-7.62,-2,U-DEC,U-DEC,N/A,3,5:00
Marcus Brimage,Conor McGregor,140,-150,4/6/2013,Stockholm,Stockholm county, Sweden,Blue,FALSE,Featherweight,MALE,3,Southpaw,175.26,187.96,155,Southpaw,162.56,180.34,135,28,24,12.7,7.62,4,KO/TKO,KO/TKO,Punches,1,1:07
Matt Mitrione,Philip De Fries,-250,230,4/6/2013,Stockholm,Stockholm county, Sweden,Red,FALSE,Heavyweight,MALE,3,Orthodox,195.58,208.28,250,Switch,190.5,200.66,265,34,26,5.08,7.62,8,KO/TKO,KO/TKO,Punches,1,0:19
Michael Kuiper,Tom Lawlor,125,-135,4/6/2013,Stockholm,Stockholm county, Sweden,Blue,FALSE,Middleweight,MALE,3,Southpaw,182.88,187.96,205,Orthodox,182.88,185.42,185,23,29,0,2.54,-6,SUB,SUB,Guillotine Choke,2,1:05
Papy Abedi,Besam Yousef,-120,110,4/6/2013,Stockholm,Stockholm county, Sweden,Red,FALSE,Welterweight,MALE,3,Orthodox,180.34,180.34,170,Southpaw,180.34,187.96,185,34,28,0,-7.62,6,S-DEC,S-DEC,N/A,3,5:00
Reza Madadi,Michael Johnson,260,-290,4/6/2013,Stockholm,Stockholm county, Sweden,Red,FALSE,Lightweight,MALE,3,Southpaw,177.8,185.42,145,Orthodox,180.34,182.88,155,34,26,-2.54,2.54,8,SUB,SUB,D'Arce choke,3,1:33
Ryan Couture,Ross Pearson,310,-340,4/6/2013,Stockholm,Stockholm county, Sweden,Blue,FALSE,Lightweight,MALE,3,Orthodox,172.72,175.26,155,Orthodox,177.8,190.5,155,30,28,-5.08,-15.24,2,KO/TKO,KO/TKO,Punches,2,3:45
Tor Troeng,Adam Cella,-240,220,4/6/2013,Stockholm,Stockholm county, Sweden,Red,FALSE,Middleweight,MALE,3,Orthodox,187.96,198.12,170,Orthodox,187.96,195.58,185,30,27,0,2.54,3,SUB,SUB,Rear naked choke,1,3:11
Antonio Carvalho,Darren Elkins,210,-230,3/16/2013,Montreal,Quebec, Canada,Blue,FALSE,Featherweight,MALE,3,Orthodox,177.8,180.34,145,Orthodox,175.26,172.72,145,33,28,2.54,7.62,5,KO/TKO,KO/TKO,Punches,1,3:06
Carlos Condit,Johny Hendricks,-115,105,3/16/2013,Montreal,Quebec, Canada,Blue,FALSE,Welterweight,MALE,3,Southpaw,175.26,175.26,185,Orthodox,187.96,190.5,170,28,29,-12.7,-15.24,-1,U-DEC,U-DEC,N/A,3,5:00
Dan Miller,Jordan Mein,250,-300,3/16/2013,Montreal,Quebec, Canada,Blue,FALSE,Welterweight,MALE,3,Orthodox,182.88,185.42,170,Orthodox,185.42,187.96,185,31,23,-2.54,-2.54,8,KO/TKO,KO/TKO,Punches,1,4:42
George Roop,Reuben Duran,110,-120,3/16/2013,Montreal,Quebec, Canada,Red,FALSE,Bantamweight,MALE,3,Orthodox,170.18,175.26,135,Orthodox,185.42,182.88,135,31,29,-15.24,-7.62,2,U-DEC,U-DEC,N/A,3,5:00
Georges St-Pierre,Nick Diaz,-545,465,3/16/2013,Montreal,Quebec, Canada,Red,TRUE,Welterweight,MALE,5,Southpaw,185.42,193.04,185,Orthodox,180.34,193.04,185,31,29,5.08,0,2,U-DEC,U-DEC,N/A,5,5:00
Jake Ellenberger,Nate Marquardt,-135,125,3/16/2013,Montreal,Quebec, Canada,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,187.96,185,Orthodox,175.26,180.34,170,27,33,7.62,7.62,-6,KO/TKO,KO/TKO,Punches,1,3:00
John Makdessi,Daron Cruickshank,-130,120,3/16/2013,Montreal,Quebec, Canada,Red,FALSE,Lightweight,MALE,3,Switch,172.72,182.88,155,Orthodox,172.72,172.72,155,27,27,0,10.16,0,U-DEC,U-DEC,N/A,3,5:00
Mike Ricci,Colin Fletcher,-450,400,3/16/2013,Montreal,Quebec, Canada,Red,FALSE,Lightweight,MALE,3,Orthodox,187.96,198.12,155,Southpaw,182.88,195.58,155,26,30,5.08,2.54,-4,U-DEC,U-DEC,N/A,3,5:00
Nick Ring,Chris Camozzi,-145,135,3/16/2013,Montreal,Quebec, Canada,Blue,FALSE,Middleweight,MALE,3,Orthodox,187.96,193.04,185,Southpaw,182.88,187.96,185,34,26,5.08,5.08,8,S-DEC,S-DEC,N/A,3,5:00
Patrick Cote,Bobby Voelker,-190,175,3/16/2013,Montreal,Quebec, Canada,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,190.5,170,Orthodox,180.34,180.34,170,33,33,2.54,10.16,0,U-DEC,U-DEC,N/A,3,5:00
Rick Story,Quinn Mulhern,-370,330,3/16/2013,Montreal,Quebec, Canada,Red,FALSE,Welterweight,MALE,3,Orthodox,190.5,193.04,155,Southpaw,175.26,180.34,170,28,28,15.24,12.7,0,KO/TKO,KO/TKO,Punches,1,3:05
TJ Dillashaw,Issei Tamura,-660,540,3/16/2013,Montreal,Quebec, Canada,Red,FALSE,Bantamweight,MALE,3,Orthodox,165.1,160.02,135,Orthodox,167.64,170.18,125,27,29,-2.54,-10.16,-2,KO/TKO,KO/TKO,Kick,2,0:26
Cristiano Marcello,Kazuki Tokudome,105,-115,3/2/2013,Saitama,Kanto region, Japan,Blue,FALSE,Lightweight,MALE,3,Southpaw,180.34,185.42,155,Orthodox,175.26,182.88,155,35,25,5.08,2.54,10,U-DEC,U-DEC,N/A,3,5:00
Dong Hyun Kim,Siyar Bahadurzada,-170,160,3/2/2013,Saitama,Kanto region, Japan,Red,FALSE,Welterweight,MALE,3,Orthodox,180.34,185.42,170,Southpaw,187.96,193.04,170,31,28,-7.62,-7.62,3,U-DEC,U-DEC,N/A,3,5:00
Marcelo Guimaraes,Hyun Gyu Lim,248,-270,3/2/2013,Saitama,Kanto region, Japan,Blue,FALSE,Welterweight,MALE,3,Orthodox,190.5,195.58,170,Orthodox,182.88,185.42,185,29,28,7.62,10.16,1,KO/TKO,KO/TKO,Knees,2,4:00
Mizuto Hirota,Rani Yahya,-150,140,3/2/2013,Saitama,Kanto region, Japan,Blue,FALSE,Featherweight,MALE,3,Orthodox,167.64,170.18,135,Orthodox,170.18,170.18,155,31,28,-2.54,0,3,U-DEC,U-DEC,N/A,3,5:00
Riki Fukuda,Brad Tavares,110,-120,3/2/2013,Saitama,Kanto region, Japan,Blue,FALSE,Middleweight,MALE,3,Orthodox,185.42,187.96,185,Southpaw,182.88,185.42,185,32,25,2.54,2.54,7,U-DEC,U-DEC,N/A,3,5:00
Stefan Struve,Mark Hunt,-205,188,3/2/2013,Saitama,Kanto region, Japan,Blue,FALSE,Heavyweight,MALE,3,Orthodox,177.8,182.88,265,Orthodox,210.82,213.36,265,25,38,-33.02,-30.48,-13,KO/TKO,KO/TKO,Punches,3,1:44
Takanori Gomi,Diego Sanchez,211,-231,3/2/2013,Saitama,Kanto region, Japan,Blue,FALSE,Lightweight,MALE,3,Southpaw,177.8,182.88,170,Southpaw,170.18,177.8,155,34,31,7.62,5.08,3,S-DEC,S-DEC,N/A,3,5:00
Takeya Mizugaki,Bryan Caraway,-215,195,3/2/2013,Saitama,Kanto region, Japan,Red,FALSE,Bantamweight,MALE,3,Orthodox,172.72,172.72,135,Orthodox,170.18,172.72,135,29,28,2.54,0,1,S-DEC,S-DEC,N/A,3,5:00
Wanderlei Silva,Brian Stann,270,-300,3/2/2013,Saitama,Kanto region, Japan,Red,FALSE,Light Heavyweight,MALE,5,Orthodox,185.42,187.96,205,Orthodox,180.34,187.96,205,36,32,5.08,0,4,KO/TKO,KO/TKO,Punches,2,4:08
Yushin Okami,Hector Lombard,185,-200,3/2/2013,Saitama,Kanto region, Japan,Red,FALSE,Middleweight,MALE,3,Southpaw,175.26,180.34,185,Southpaw,187.96,190.5,170,31,35,-12.7,-10.16,-4,S-DEC,S-DEC,N/A,3,5:00
Brendan Schaub,Lavar Johnson,-105,-105,2/23/2013,Anaheim,California, USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,193.04,208.28,240,Orthodox,193.04,198.12,245,29,35,0,10.16,-6,U-DEC,U-DEC,N/A,3,5:00
Court McGee,Josh Neer,-370,330,2/23/2013,Anaheim,California, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,180.34,182.88,170,Orthodox,180.34,190.5,170,28,29,0,-7.62,-1,U-DEC,U-DEC,N/A,3,5:00
Dennis Bermudez,Matt Grice,-410,365,2/23/2013,Anaheim,California, USA,Red,FALSE,Featherweight,MALE,3,Orthodox,172.72,177.8,145,Orthodox,167.64,167.64,155,26,31,5.08,10.16,-5,S-DEC,S-DEC,N/A,3,5:00
Jon Manley,Neil Magny,135,-145,2/23/2013,Anaheim,California, USA,Blue,FALSE,Welterweight,MALE,3,Orthodox,190.5,203.2,170,Orthodox,185.42,190.5,170,26,25,5.08,12.7,1,U-DEC,U-DEC,N/A,3,5:00
Josh Koscheck,Robbie Lawler,-310,280,2/23/2013,Anaheim,California, USA,Blue,FALSE,Welterweight,MALE,3,Southpaw,180.34,187.96,170,Orthodox,177.8,185.42,170,35,30,2.54,2.54,5,KO/TKO,KO/TKO,Punches,1,3:57
Kenny Robertson,Brock Jardine,135,-145,2/23/2013,Anaheim,California, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,180.34,185.42,170,Orthodox,177.8,187.96,170,29,27,2.54,-2.54,2,SUB,SUB,Kneebar,1,2:57
Lyoto Machida,Dan Henderson,-192,177,2/23/2013,Anaheim,California, USA,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,180.34,187.96,185,Southpaw,185.42,187.96,185,34,42,-5.08,0,-8,S-DEC,S-DEC,N/A,3,5:00
Michael Chiesa,Anton Kuivanen,-190,175,2/23/2013,Anaheim,California, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,172.72,182.88,155,Southpaw,185.42,190.5,170,25,28,-12.7,-7.62,-3,SUB,SUB,Rear naked choke,2,2:29
Nah-Shon Burrell,Yuri Villefort,145,-155,2/23/2013,Anaheim,California, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,185.42,170,Orthodox,180.34,185.42,170,23,21,2.54,0,2,U-DEC,U-DEC,N/A,3,5:00
Ronda Rousey,Liz Carmouche,-900,700,2/23/2013,Anaheim,California, USA,Red,TRUE,Women's Bantamweight,FEMALE,5,Orthodox,167.64,167.64,125,Orthodox,170.18,172.72,135,26,29,-2.54,-5.08,-3,SUB,SUB,Armbar,1,4:49
Sam Stout,Caros Fodor,150,-160,2/23/2013,Anaheim,California, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,175.26,193.04,155,Orthodox,175.26,177.8,155,28,29,0,15.24,-1,S-DEC,S-DEC,N/A,3,5:00
Urijah Faber,Ivan Menjivar,-350,318,2/23/2013,Anaheim,California, USA,Red,FALSE,Bantamweight,MALE,3,Orthodox,167.64,162.56,145,Orthodox,167.64,170.18,135,33,30,0,-7.62,3,SUB,SUB,Rear naked choke,1,4:34
Andy Ogle,Josh Grispi,145,-155,2/16/2013,London,England, United Kingdom,Red,FALSE,Featherweight,MALE,3,Orthodox,180.34,187.96,145,Orthodox,172.72,175.26,145,24,24,7.62,12.7,0,U-DEC,U-DEC,N/A,3,5:00
Cub Swanson,Dustin Poirier,100,-110,2/16/2013,London,England, United Kingdom,Red,FALSE,Featherweight,MALE,3,Southpaw,175.26,182.88,155,Orthodox,172.72,177.8,145,29,24,2.54,5.08,5,U-DEC,U-DEC,N/A,3,5:00
Gunnar Nelson,Jorge Santiago,-330,300,2/16/2013,London,England, United Kingdom,Red,FALSE,Welterweight,MALE,3,Orthodox,185.42,187.96,170,Switch,180.34,182.88,170,24,32,5.08,5.08,-8,U-DEC,U-DEC,N/A,3,5:00
James Te Huna,Ryan Jimmo,-230,190,2/16/2013,London,England, United Kingdom,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,185.42,185.42,205,Orthodox,187.96,190.5,185,31,31,-2.54,-5.08,0,U-DEC,U-DEC,N/A,3,5:00
Jimi Manuwa,Cyrille Diabate,-200,185,2/16/2013,London,England, United Kingdom,Red,FALSE,Light Heavyweight,MALE,3,Southpaw,198.12,205.74,205,Orthodox,185.42,200.66,205,32,39,12.7,5.08,-7,KO/TKO,KO/TKO,Injury,1,5:00
Paul Sass,Danny Castillo,-107,-103,2/16/2013,London,England, United Kingdom,Blue,FALSE,Lightweight,MALE,3,Orthodox,175.26,180.34,155,Orthodox,182.88,185.42,155,24,33,-7.62,-5.08,-9,U-DEC,U-DEC,N/A,3,5:00
Phil Harris,Ulysses Gomez,185,-200,2/16/2013,London,England, United Kingdom,Red,FALSE,Flyweight,MALE,3,Orthodox,167.64,167.64,125,Orthodox,162.56,162.56,125,29,29,5.08,5.08,0,U-DEC,U-DEC,N/A,3,5:00
Renan Barao,Michael McDonald,-295,265,2/16/2013,London,England, United Kingdom,Red,TRUE,Bantamweight,MALE,5,Orthodox,175.26,177.8,135,Orthodox,167.64,177.8,135,26,22,7.62,0,4,SUB,SUB,Arm triangle ,4,3:57
Terry Etim,Renee Forte,-355,320,2/16/2013,London,England, United Kingdom,Blue,FALSE,Lightweight,MALE,3,Orthodox,170.18,180.34,155,Orthodox,185.42,185.42,155,27,25,-15.24,-5.08,2,U-DEC,U-DEC,N/A,3,5:00
Tom Watson,Stanislav Nedkov,-110,100,2/16/2013,London,England, United Kingdom,Red,FALSE,Middleweight,MALE,3,Orthodox,180.34,180.34,205,Orthodox,185.42,185.42,185,30,31,-5.08,-5.08,-1,KO/TKO,KO/TKO,Knees,2,4:42
Vaughan Lee,Motonobu Tezuka,-127,117,2/16/2013,London,England, United Kingdom,Red,FALSE,Bantamweight,MALE,3,Southpaw,170.18,167.64,135,Orthodox,167.64,167.64,125,30,25,2.54,0,5,U-DEC,U-DEC,N/A,3,5:00
Alistair Overeem,Antonio Silva,-440,390,2/2/2013,Las Vegas,Nevada, USA,Blue,FALSE,Heavyweight,MALE,3,Orthodox,193.04,203.2,264,Orthodox,193.04,203.2,265,32,33,0,0,-1,KO/TKO,KO/TKO,Punches,3,0:25
Chico Camus,Dustin Kimura,-135,125,2/2/2013,Las Vegas,Nevada, USA,Blue,FALSE,Bantamweight,MALE,3,Orthodox,170.18,180.34,135,Orthodox,167.64,167.64,125,28,23,2.54,12.7,5,SUB,SUB,Rear naked choke,3,1:50
Edwin Figueroa,Francisco Rivera,275,-305,2/2/2013,Las Vegas,Nevada, USA,Blue,FALSE,Bantamweight,MALE,3,Orthodox,172.72,172.72,135,Orthodox,170.18,175.26,135,28,31,2.54,-2.54,-3,KO/TKO,KO/TKO,Punches,2,4:20
Gleison Tibau,Evan Dunham,125,-135,2/2/2013,Las Vegas,Nevada, USA,Blue,FALSE,Lightweight,MALE,3,Southpaw,177.8,177.8,155,Southpaw,177.8,180.34,155,29,31,0,-2.54,-2,S-DEC,S-DEC,N/A,3,5:00
Jacob Volkmann,Bobby Green,-430,380,2/2/2013,Las Vegas,Nevada, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,177.8,180.34,155,Southpaw,175.26,180.34,155,32,26,2.54,0,6,SUB,SUB,Rear naked choke,3,4:25
Jon Fitch,Demian Maia,-171,161,2/2/2013,Las Vegas,Nevada, USA,Blue,FALSE,Welterweight,MALE,3,Southpaw,185.42,182.88,170,Orthodox,182.88,193.04,170,34,35,2.54,-10.16,-1,U-DEC,U-DEC,N/A,3,5:00
Jose Aldo,Frankie Edgar,-175,165,2/2/2013,Las Vegas,Nevada, USA,Red,TRUE,Featherweight,MALE,5,Orthodox,167.64,172.72,145,Orthodox,170.18,177.8,145,26,31,-2.54,-5.08,-5,U-DEC,U-DEC,N/A,5,5:00
Joseph Benavidez,Ian McCall,-210,190,2/2/2013,Las Vegas,Nevada, USA,Red,FALSE,Flyweight,MALE,3,Orthodox,165.1,162.56,125,Southpaw,162.56,165.1,125,28,28,2.54,-2.54,0,U-DEC,U-DEC,N/A,3,5:00
Rashad Evans,Rogerio Nogueira,-525,450,2/2/2013,Las Vegas,Nevada, USA,Blue,FALSE,Light Heavyweight,MALE,3,Southpaw,187.96,190.5,205,Orthodox,182.88,190.5,205,33,36,5.08,0,-3,U-DEC,U-DEC,N/A,3,5:00
Tyron Woodley,Jay Hieron,-160,150,2/2/2013,Las Vegas,Nevada, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,190.5,170,Orthodox,175.26,187.96,170,30,36,7.62,2.54,-6,KO/TKO,KO/TKO,Punches,1,0:36
Yves Edwards,Isaac Vallie-Flagg,-215,195,2/2/2013,Las Vegas,Nevada, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,172.72,172.72,155,Southpaw,175.26,185.42,155,36,34,-2.54,-12.7,2,S-DEC,S-DEC,N/A,3,5:00
Anthony Pettis,Donald Cerrone,-150,140,1/26/2013,Chicago,Illinois, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,185.42,185.42,155,Orthodox,177.8,182.88,170,25,29,7.62,2.54,-4,KO/TKO,KO/TKO,Kick,1,2:35
Clay Guida,Hatsu Hioki,-210,190,1/26/2013,Chicago,Illinois, USA,Red,FALSE,Featherweight,MALE,3,Orthodox,180.34,177.8,145,Orthodox,170.18,177.8,155,31,29,10.16,0,2,S-DEC,S-DEC,N/A,3,5:00
Demetrious Johnson,John Dodson,-245,205,1/26/2013,Chicago,Illinois, USA,Red,TRUE,Flyweight,MALE,5,Orthodox,160.02,167.64,135,Orthodox,160.02,167.64,125,26,28,0,0,-2,U-DEC,U-DEC,N/A,5,5:00
Erik Koch,Ricardo Lamas,-225,205,1/26/2013,Chicago,Illinois, USA,Blue,FALSE,Featherweight,MALE,3,Orthodox,172.72,180.34,145,Southpaw,177.8,180.34,155,24,30,-5.08,0,-6,KO/TKO,KO/TKO,Elbows,2,2:32
Mike Russow,Shawn Jordan,-130,120,1/26/2013,Chicago,Illinois, USA,Blue,FALSE,Heavyweight,MALE,3,Southpaw,182.88,190.5,260,Orthodox,185.42,185.42,255,36,28,-2.54,5.08,8,KO/TKO,KO/TKO,Punches,2,3:48
Mike Stumpf,Pascal Krauss,250,-275,1/26/2013,Chicago,Illinois, USA,Blue,FALSE,Welterweight,MALE,3,Orthodox,185.42,182.88,170,Orthodox,177.8,180.34,170,26,25,7.62,2.54,1,U-DEC,U-DEC,N/A,3,5:00
Rafael Natal,Sean Spencer,-235,215,1/26/2013,Chicago,Illinois, USA,Red,FALSE,Middleweight,MALE,3,Southpaw,177.8,190.5,170,Orthodox,182.88,193.04,185,30,25,-5.08,-2.54,5,SUB,SUB,Arm triangle ,3,2:13
Rampage Jackson,Glover Teixeira,215,-235,1/26/2013,Chicago,Illinois, USA,Blue,FALSE,Light Heavyweight,MALE,3,Orthodox,187.96,193.04,205,Orthodox,185.42,185.42,205,34,33,2.54,7.62,1,U-DEC,U-DEC,N/A,3,5:00
Ryan Bader,Vladimir Matyushenko,-525,450,1/26/2013,Chicago,Illinois, USA,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,182.88,187.96,205,Orthodox,187.96,187.96,205,29,42,-5.08,0,-13,SUB,SUB,Guillotine Choke,1,0:50
Simeon Thoresen,David Mitchell,-230,210,1/26/2013,Chicago,Illinois, USA,Blue,FALSE,Welterweight,MALE,3,Orthodox,182.88,193.04,170,Orthodox,185.42,200.66,170,28,33,-2.54,-7.62,-5,U-DEC,U-DEC,N/A,3,5:00
TJ Grant,Matt Wiman,-185,170,1/26/2013,Chicago,Illinois, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,172.72,155,Orthodox,177.8,182.88,155,28,29,0,-10.16,-1,KO/TKO,KO/TKO,Elbows,1,4:51
Daniel Sarafian,CB Dollaway,-140,130,1/19/2013,Sao Paulo,Sao Paulo , Brazil,Blue,FALSE,Middleweight,MALE,3,Orthodox,187.96,193.04,185,Orthodox,175.26,185.42,185,30,29,12.7,7.62,1,S-DEC,S-DEC,N/A,3,5:00
Diego Nunes,Nik Lentz,-135,125,1/19/2013,Sao Paulo,Sao Paulo, Brazil,Blue,FALSE,Featherweight,MALE,3,Orthodox,172.72,172.72,155,Orthodox,167.64,170.18,145,30,28,5.08,2.54,2,U-DEC,U-DEC,N/A,3,5:00
Edson Barboza,Lucas Martins,-320,290,1/19/2013,Sao Paulo,Sao Paulo, Brazil,Red,FALSE,Lightweight,MALE,3,Southpaw,182.88,182.88,145,Orthodox,180.34,190.5,155,26,24,2.54,-7.62,2,KO/TKO,KO/TKO,Punches,1,2:38
Francisco Trinaldo,CJ Keith,-440,390,1/19/2013,Sao Paulo,Sao Paulo, Brazil,Red,FALSE,Lightweight,MALE,3,Orthodox,182.88,185,155,Southpaw,175.26,177.8,155,34,26,7.62,7.2,8,SUB,SUB,Arm triangle ,2,1:50
Gabriel Gonzaga,Ben Rothwell,-115,105,1/19/2013,Sao Paulo,Sao Paulo, Brazil,Red,FALSE,Heavyweight,MALE,3,Orthodox,193.04,198.12,265,Orthodox,187.96,193.04,242,33,31,5.08,5.08,2,SUB,SUB,Guillotine Choke,2,1:01
Godofredo Pepey,Milton Vieira,155,-165,1/19/2013,Sao Paulo,Sao Paulo, Brazil,Red,FALSE,Featherweight,MALE,3,Orthodox,182.88,182.88,145,Orthodox,170.18,185.42,145,25,34,12.7,-2.54,-9,S-DEC,S-DEC,N/A,3,5:00
Ronny Markes,Andrew Craig,-315,285,1/19/2013,Sao Paulo,Sao Paulo, Brazil,Red,FALSE,Middleweight,MALE,3,Orthodox,185.42,193.04,170,Orthodox,185.42,190.5,185,24,27,0,2.54,-3,U-DEC,U-DEC,N/A,3,5:00
Thiago Tavares,Khabib Nurmagomedov,175,-190,1/19/2013,Sao Paulo,Sao Paulo, Brazil,Blue,FALSE,Lightweight,MALE,3,Orthodox,177.8,177.8,155,Orthodox,170.18,172.72,145,28,24,7.62,5.08,4,KO/TKO,KO/TKO,Elbows,1,1:55
Vitor Belfort,Michael Bisping,-121,111,1/19/2013,Sao Paulo,Sao Paulo, Brazil,Red,FALSE,Middleweight,MALE,5,Orthodox,185.42,190.5,185,Southpaw,182.88,187.96,185,35,33,2.54,2.54,2,KO/TKO,KO/TKO,Kick,2,1:27
Wagner Prado,Ildemar Alcantara,-215,195,1/19/2013,Sao Paulo,Sao Paulo, Brazil,Blue,FALSE,Light Heavyweight,MALE,3,Orthodox,187.96,198.12,185,Southpaw,182.88,187.96,205,26,30,5.08,10.16,-4,SUB,SUB,Kneebar,2,2:39
Brad Pickett,Eddie Wineland,145,-155,12/29/2012,Las Vegas,Nevada, USA,Blue,FALSE,Bantamweight,MALE,3,Orthodox,170.18,175.26,135,Orthodox,167.64,172.72,135,34,28,2.54,2.54,6,S-DEC,S-DEC,N/A,3,5:00
Chris Cariaso,John Moraga,130,-140,12/29/2012,Las Vegas,Nevada, USA,Blue,FALSE,Flyweight,MALE,3,Orthodox,167.64,167.64,125,Southpaw,160.02,160.02,125,31,28,7.62,7.62,3,SUB,SUB,Guillotine Choke,3,1:11
Chris Leben,Derek Brunson,-144,134,12/29/2012,Las Vegas,Nevada, USA,Blue,FALSE,Middleweight,MALE,3,Southpaw,185.42,195.58,185,Southpaw,180.34,187.96,185,32,28,5.08,7.62,4,U-DEC,U-DEC,N/A,3,5:00
Erik Perez,Byron Bloodworth,-475,420,12/29/2012,Las Vegas,Nevada, USA,Red,FALSE,Bantamweight,MALE,3,Orthodox,172.72,175.26,135,Orthodox,172.72,172.72,135,23,29,0,2.54,-6,KO/TKO,KO/TKO,Punches,1,3:50
Jim Miller,Joe Lauzon,-185,170,12/29/2012,Las Vegas,Nevada, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,180.34,155,Southpaw,172.72,180.34,155,29,28,5.08,0,1,U-DEC,U-DEC,N/A,3,5:00
Junior Dos Santos,Cain Velasquez,-190,175,12/29/2012,Las Vegas,Nevada, USA,Blue,TRUE,Heavyweight,MALE,5,Orthodox,185.42,195.58,240,Orthodox,193.04,195.58,238,28,30,-7.62,0,-2,U-DEC,U-DEC,N/A,5,5:00
Leonard Garcia,Max Holloway,380,-430,12/29/2012,Las Vegas,Nevada, USA,Blue,FALSE,Featherweight,MALE,3,Orthodox,180.34,175.26,155,Orthodox,177.8,175.26,145,33,21,2.54,0,12,S-DEC,S-DEC,N/A,3,5:00
Melvin Guillard,Jamie Varner,-140,130,12/29/2012,Las Vegas,Nevada, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,172.72,182.88,155,Orthodox,175.26,172.72,155,29,28,-2.54,10.16,1,S-DEC,S-DEC,N/A,3,5:00
Michael Johnson,Myles Jury,-255,235,12/29/2012,Las Vegas,Nevada, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,177.8,185.42,145,Southpaw,177.8,185.42,145,26,24,0,0,2,U-DEC,U-DEC,N/A,3,5:00
Philip De Fries,Todd Duffee,315,-345,12/29/2012,Las Vegas,Nevada, USA,Blue,FALSE,Heavyweight,MALE,3,Orthodox,190.5,200.66,260,Orthodox,195.58,208.28,250,26,27,-5.08,-7.62,-1,KO/TKO,KO/TKO,Punches,1,2:04
Tim Boetsch,Costas Philippou,-145,135,12/29/2012,Las Vegas,Nevada, USA,Blue,FALSE,Middleweight,MALE,3,Orthodox,180.34,185.42,185,Orthodox,182.88,187.96,185,31,33,-2.54,-2.54,-2,KO/TKO,KO/TKO,Punches,3,2:11
Yushin Okami,Alan Belcher,105,-115,12/29/2012,Las Vegas,Nevada, USA,Red,FALSE,Middleweight,MALE,3,Orthodox,187.96,185.42,185,Southpaw,187.96,190.5,170,31,28,0,-5.08,3,U-DEC,U-DEC,N/A,3,5:00
Colton Smith,Mike Ricci,270,-300,12/15/2012,Las Vegas,Nevada, USA,Red,TRUE,Welterweight,MALE,4,Southpaw,182.88,195.58,155,Orthodox,182.88,180.34,155,25,26,0,15.24,-1,U-DEC,U-DEC,N/A,3,5:00
Dustin Poirier,Jonathan Brookins,-270,248,12/15/2012,Las Vegas,Nevada, USA,Red,FALSE,Featherweight,MALE,3,Southpaw,182.88,185.42,145,Southpaw,175.26,182.88,155,23,27,7.62,2.54,-4,SUB,SUB,D'Arce choke,1,4:15
Jared Papazian,Tim Elliott,175,-190,12/15/2012,Las Vegas,Nevada, USA,Blue,FALSE,Flyweight,MALE,3,Southpaw,170.18,167.64,135,Southpaw,172.72,170.18,135,24,25,-2.54,-2.54,-1,U-DEC,U-DEC,N/A,3,5:00
Johnny Bedford,Marcos Vinicius,-265,245,12/15/2012,Las Vegas,Nevada, USA,Red,FALSE,Bantamweight,MALE,3,Orthodox,175.26,177.8,125,Orthodox,177.8,180.34,135,29,33,-2.54,-2.54,-4,KO/TKO,KO/TKO,Punches,2,1:00
Mike Pyle,James Head,-130,120,12/15/2012,Las Vegas,Nevada, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,185.42,185.42,170,Orthodox,182.88,187.96,170,37,28,2.54,-2.54,9,KO/TKO,KO/TKO,Knees,1,1:55
